id,sex,observed_on,quality_grade,url,image_url,description,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_county_name,place_state_name,scientific_name,common_name
84104038,m,2021-06-21,research,https://www.inaturalist.org/observations/84104038,https://inaturalist-open-data.s3.amazonaws.com/photos/138195982/medium.jpg,,"Tennessee, US",35.43263,-83.78133483,5,,,,28677,,obscured,TRUE,,,Blount,Tennessee,Speyeria diana,Diana Fritillary
84135726,m,2021-06-22,research,https://www.inaturalist.org/observations/84135726,https://inaturalist-open-data.s3.amazonaws.com/photos/138251743/medium.jpg,,"County Road 4201, Pawhuska, OK, US",36.845325,-96.42629167,4,,,,4,,,FALSE,,,Osage,Oklahoma,Speyeria diana,Diana Fritillary
84162930,m,2021-06-21,research,https://www.inaturalist.org/observations/84162930,https://static.inaturalist.org/photos/138300817/medium.jpg,Seeping creek,"Pisgah National Forest, Candler, NC, US",35.49767199,-82.61077126,357,,,,357,,,FALSE,,,Buncombe,North Carolina,Speyeria diana,Diana Fritillary
84216587,m,2021-06-23,research,https://www.inaturalist.org/observations/84216587,https://static.inaturalist.org/photos/138392402/medium.jpg,,"George Washington & Jefferson National Forests, Clintwood, VA, US",37.22049667,-82.48171167,5,,,,5,,,FALSE,,,Dickenson,Virginia,Speyeria diana,Diana Fritillary
84228281,m,2021-06-23,research,https://www.inaturalist.org/observations/84228281,https://inaturalist-open-data.s3.amazonaws.com/photos/138413035/medium.jpeg,,"Fairmount, TN 37377, USA",35.17989436,-85.32599833,5,,,,5,,,FALSE,gps,gps,Hamilton,Tennessee,Speyeria diana,Diana Fritillary
84229262,m,2021-06-23,research,https://www.inaturalist.org/observations/84229262,https://inaturalist-open-data.s3.amazonaws.com/photos/138414916/medium.jpg,,"North Carolina, US",35.84731082,-82.6452718,68916,,,,68916,obscured,,TRUE,,,Madison,North Carolina,Speyeria diana,Diana Fritillary
84254828,m,2021-06-23,research,https://www.inaturalist.org/observations/84254828,https://inaturalist-open-data.s3.amazonaws.com/photos/138460097/medium.jpeg,,"Marshall, NC 28753, USA",35.90748911,-82.76181791,4,,,,4,,,FALSE,gps,gps,Madison,North Carolina,Speyeria diana,Diana Fritillary
84344017,m,2021-06-23,research,https://www.inaturalist.org/observations/84344017,https://inaturalist-open-data.s3.amazonaws.com/photos/138615015/medium.jpg,,"Chattahoochee-Oconee National Forests, Blairsville, GA, US",34.80769165,-83.91384077,27708,,,,27708,,,FALSE,,,Union,Georgia,Speyeria diana,Diana Fritillary
84383807,m,2021-06-22,research,https://www.inaturalist.org/observations/84383807,https://inaturalist-open-data.s3.amazonaws.com/photos/138684613/medium.jpg,,"Hazel Creek, Almond, NC, US",35.47568325,-83.70541266,384,,,,384,,,FALSE,,,Swain,North Carolina,Speyeria diana,Diana Fritillary
84403956,m,2021-06-14,research,https://www.inaturalist.org/observations/84403956,https://inaturalist-open-data.s3.amazonaws.com/photos/138722452/medium.jpg,,"South Mountains State Park, Morganton, NC, US",35.61408667,-81.67630833,10,,,,10,,,FALSE,,,Burke,North Carolina,Speyeria diana,Diana Fritillary
84412791,f,2021-06-16,research,https://www.inaturalist.org/observations/84412791,https://inaturalist-open-data.s3.amazonaws.com/photos/138738437/medium.jpeg,,"NLR, AR 72199, USA",34.82964167,-92.28075,,,,,,,,FALSE,gps,gps,Pulaski,Arkansas,Speyeria diana,Diana Fritillary
84439923,m,2021-06-18,research,https://www.inaturalist.org/observations/84439923,https://inaturalist-open-data.s3.amazonaws.com/photos/138784752/medium.jpeg,Male on buddleia. The males very consistently start appearing around June 15. Females appear a week or more later.,"Cosby, TN 37722, USA",35.78886957,-83.2221289,50,,,,50,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
84440745,m,2021-06-18,research,https://www.inaturalist.org/observations/84440745,https://inaturalist-open-data.s3.amazonaws.com/photos/138786183/medium.jpeg,At least 3 of these flitting around the buddleia,"Cosby, TN 37722, USA",35.78886957,-83.2221289,50,,,,50,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
84441548,m,2021-06-19,research,https://www.inaturalist.org/observations/84441548,https://inaturalist-open-data.s3.amazonaws.com/photos/138787609/medium.jpeg,Male on buddleia,"Cosby, TN 37722, USA",35.78886957,-83.2221289,50,,,,50,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
84442404,m,2021-06-21,research,https://www.inaturalist.org/observations/84442404,https://inaturalist-open-data.s3.amazonaws.com/photos/138789264/medium.jpeg,"Male on buddleia, perhaps the most common butterfly at this time","Cosby, TN 37722, USA",35.78886957,-83.2221289,50,,,,50,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
84541221,m,2021-06-24,research,https://www.inaturalist.org/observations/84541221,https://inaturalist-open-data.s3.amazonaws.com/photos/138963475/medium.jpg,,"Dawsonville, GA 30534, USA",34.51326797,-84.12022,,,,,,,,FALSE,gps,gps,Lumpkin,Georgia,Speyeria diana,Diana Fritillary
84556695,m,2021-06-25,research,https://www.inaturalist.org/observations/84556695,https://inaturalist-open-data.s3.amazonaws.com/photos/138987990/medium.jpeg,,Gatlinburg,35.67425156,-83.59241486,,,,,,,,FALSE,,,Sevier,Tennessee,Speyeria diana,Diana Fritillary
84593464,m,2021-06-26,research,https://www.inaturalist.org/observations/84593464,https://inaturalist-open-data.s3.amazonaws.com/photos/139049804/medium.jpg,,"George Washington & Jefferson National Forests, Goldbond, VA, US",37.38952,-80.6932,4,,,,4,,,FALSE,,,Giles,Virginia,Speyeria diana,Diana Fritillary
84619976,m,2021-06-26,research,https://www.inaturalist.org/observations/84619976,https://inaturalist-open-data.s3.amazonaws.com/photos/139096424/medium.jpg,,"Great Smoky Mountains National Park, Townsend, TN, US",35.63888854,-83.73383007,3527,,,,3527,,,FALSE,,,Blount,Tennessee,Speyeria diana,Diana Fritillary
84629895,m,2021-06-26,research,https://www.inaturalist.org/observations/84629895,https://inaturalist-open-data.s3.amazonaws.com/photos/139930663/medium.jpeg,,Spencer,35.67238998,-85.38248444,,,,,,,,FALSE,,,Van Buren,Tennessee,Speyeria diana,Diana Fritillary
84643121,m,2021-06-26,research,https://www.inaturalist.org/observations/84643121,https://inaturalist-open-data.s3.amazonaws.com/photos/139137598/medium.jpg,,"Transylvania County, US-NC, US",35.28658834,-82.82709399,5,,,,5,,,FALSE,,,Transylvania,North Carolina,Speyeria diana,Diana Fritillary
84699914,m,2021-06-24,research,https://www.inaturalist.org/observations/84699914,https://inaturalist-open-data.s3.amazonaws.com/photos/139237806/medium.jpg,,"S 4774 Rd, Muldrow, OK, US",35.49941446,-94.52351283,24,,,,24,,,FALSE,,,Sequoyah,Oklahoma,Speyeria diana,Diana Fritillary
84707823,f,2021-06-27,research,https://www.inaturalist.org/observations/84707823,https://inaturalist-open-data.s3.amazonaws.com/photos/139251668/medium.jpg,Female,"North Carolina, US",35.81543764,-82.70615062,10,,,,28620,obscured,,TRUE,,,Madison,North Carolina,Speyeria diana,Diana Fritillary
84747939,m,2021-06-26,research,https://www.inaturalist.org/observations/84747939,https://inaturalist-open-data.s3.amazonaws.com/photos/139322703/medium.jpg,,"Little Shepherd Trail, Cumberland, KY, US",36.98091785,-83.03689149,32,,,,32,,,FALSE,,,Harlan,Kentucky,Speyeria diana,Diana Fritillary
84770122,m,2021-06-15,research,https://www.inaturalist.org/observations/84770122,https://static.inaturalist.org/photos/139362805/medium.jpeg,,"Scott County, AR, USA",34.80755664,-94.10141389,961,,,,961,,,FALSE,,,Scott,Arkansas,Speyeria diana,Diana Fritillary
84869853,m,2021-06-28,research,https://www.inaturalist.org/observations/84869853,https://inaturalist-open-data.s3.amazonaws.com/photos/139544802/medium.jpeg,,"Hagarville, AR, USA",35.51338911,-93.32644885,2,,,,2,,,FALSE,,,Johnson,Arkansas,Speyeria diana,Diana Fritillary
84871493,m,2021-06-21,research,https://www.inaturalist.org/observations/84871493,https://inaturalist-open-data.s3.amazonaws.com/photos/139547985/medium.jpg,,"George Washington & Jefferson National Forests, Saltville, VA, US",36.86302716,-81.94782051,24,,,,24,,,FALSE,,,Washington,Virginia,Speyeria diana,Diana Fritillary
84883079,m,2021-06-24,research,https://www.inaturalist.org/observations/84883079,https://inaturalist-open-data.s3.amazonaws.com/photos/139569135/medium.jpg,,"North Little Rock, AR, US",34.83693,-92.28730833,16,,,,16,,,FALSE,,,Pulaski,Arkansas,Speyeria diana,Diana Fritillary
84909265,m,2021-06-28,research,https://www.inaturalist.org/observations/84909265,https://static.inaturalist.org/photos/139616040/medium.jpg,,"Ashland, KY, US",38.43877082,-82.79297381,1980458,,,,1980458,,,FALSE,,,Greenup,Kentucky,Speyeria diana,Diana Fritillary
84916356,m,2021-06-25,research,https://www.inaturalist.org/observations/84916356,https://inaturalist-open-data.s3.amazonaws.com/photos/139626284/medium.jpeg,,"1285 Petit Jean Mountain Rd, Morrilton, AR 72110, USA",35.1242439,-92.9234759,4379,,,,4379,,,FALSE,,,Conway,Arkansas,Speyeria diana,Diana Fritillary
84972310,m,2021-06-29,research,https://www.inaturalist.org/observations/84972310,https://static.inaturalist.org/photos/139730251/medium.jpeg,,"Hampton, TN 37658, USA",36.22080403,-82.25077172,9,,,,9,,,FALSE,,,Carter,Tennessee,Speyeria diana,Diana Fritillary
85017805,m,2021-06-29,research,https://www.inaturalist.org/observations/85017805,https://inaturalist-open-data.s3.amazonaws.com/photos/139813404/medium.jpg,,"Nantahala National Forest, Robbinsville, NC, US",35.39830437,-83.90809022,24,,,,24,,,FALSE,,,Graham,North Carolina,Speyeria diana,Diana Fritillary
85023069,m,2021-06-29,research,https://www.inaturalist.org/observations/85023069,https://static.inaturalist.org/photos/139819850/medium.jpeg,,"Fayetteville, WV 25840, USA",38.044938,-81.075747,,,,,,,,FALSE,gps,gps,Fayette,West Virginia,Speyeria diana,Diana Fritillary
85136888,m,2021-06-30,research,https://www.inaturalist.org/observations/85136888,https://static.inaturalist.org/photos/140029128/medium.jpeg,,"Morganton, NC 28655, USA",35.62592897,-81.67691897,,,,,,,,FALSE,gps,gps,Burke,North Carolina,Speyeria diana,Diana Fritillary
85219880,m,2021-07-01,research,https://www.inaturalist.org/observations/85219880,https://inaturalist-open-data.s3.amazonaws.com/photos/140180409/medium.jpg,,"Great Smoky Mountains National Park, Gatlinburg, TN, US",35.67168,-83.59030833,4,,,,4,,,FALSE,,,Sevier,Tennessee,Speyeria diana,Diana Fritillary
85504057,m,2021-07-03,research,https://www.inaturalist.org/observations/85504057,https://inaturalist-open-data.s3.amazonaws.com/photos/140690654/medium.jpg,,"Fayette Mine, Fayetteville, WV, US",38.0702945,-81.07583617,4,,,,4,,,FALSE,,,Fayette,West Virginia,Speyeria diana,Diana Fritillary
85631026,m,2021-07-03,research,https://www.inaturalist.org/observations/85631026,https://inaturalist-open-data.s3.amazonaws.com/photos/140922773/medium.jpg,,"Cumberland Gap National Historic Park, Cumberland Gap, TN, US",36.596844,-83.6666325,432,,,,432,,,FALSE,,,Claiborne,Tennessee,Speyeria diana,Diana Fritillary
85631689,m,2021-07-03,research,https://www.inaturalist.org/observations/85631689,https://inaturalist-open-data.s3.amazonaws.com/photos/190184471/medium.jpg,,"Daniel Boone National Forest, London, KY, US",37.1753371,-83.85575586,39368,,,,39368,,,FALSE,,,Clay,Kentucky,Speyeria diana,Diana Fritillary
85637415,m,2021-07-03,research,https://www.inaturalist.org/observations/85637415,https://inaturalist-open-data.s3.amazonaws.com/photos/140933732/medium.jpg,,"Nantahala National Forest, Topton, NC, US",35.23895,-83.64465333,4,,,,4,,,FALSE,,,Macon,North Carolina,Speyeria diana,Diana Fritillary
85661402,m,2021-07-03,research,https://www.inaturalist.org/observations/85661402,https://static.inaturalist.org/photos/140977549/medium.jpg,,"Pisgah National Forest, Burnsville, NC, US",35.77916039,-82.2089883,5665,,,,5665,,,FALSE,,,Yancey,North Carolina,Speyeria diana,Diana Fritillary
85806894,f,2021-07-05,research,https://www.inaturalist.org/observations/85806894,https://inaturalist-open-data.s3.amazonaws.com/photos/141903308/medium.jpeg,,Sand Springs,36.08226013,-96.15805817,65,,,,65,,,FALSE,,,Tulsa,Oklahoma,Speyeria diana,Diana Fritillary
85834329,m,2021-07-05,research,https://www.inaturalist.org/observations/85834329,https://static.inaturalist.org/photos/141291907/medium.jpg,,"Ozark-St. Francis National Forests, Mountainburg, AR, US",35.65174647,-94.08692108,23,,,,23,,,FALSE,,,Crawford,Arkansas,Speyeria diana,Diana Fritillary
85845391,m,2021-06-28,research,https://www.inaturalist.org/observations/85845391,https://inaturalist-open-data.s3.amazonaws.com/photos/141313781/medium.jpeg,,"Gatlinburg, TN 37738, USA",35.64068,-83.5715,,,,,,,,FALSE,gps,gps,Sevier,Tennessee,Speyeria diana,Diana Fritillary
85858905,m,2021-07-04,research,https://www.inaturalist.org/observations/85858905,https://inaturalist-open-data.s3.amazonaws.com/photos/141337850/medium.jpeg,On Pycnanthemum tenuifolium,"Franklin County, Sewanee, Tennessee",35.17650157,-85.90565861,132,,,,132,,,FALSE,,,Franklin,Tennessee,Speyeria diana,Diana Fritillary
85929641,m,2021-07-01,research,https://www.inaturalist.org/observations/85929641,https://inaturalist-open-data.s3.amazonaws.com/photos/141469111/medium.jpeg,ecoEXPLORE Username: pmda,United States,36.3957,-80.7226,,,,,,,,FALSE,,,Surry,North Carolina,Speyeria diana,Diana Fritillary
86066978,m,2021-07-07,research,https://www.inaturalist.org/observations/86066978,https://static.inaturalist.org/photos/141718613/medium.jpeg,It was observed feeding on Joe pye weed. It allowed me just one picture then flew off in a big hurry. Luckily the picture turned out pretty decent.,"Stearns, KY 42647, USA",36.75882862,-84.63806938,273,,,,273,,,FALSE,gps,gps,McCreary,Kentucky,Speyeria diana,Diana Fritillary
86107071,m,2021-07-06,research,https://www.inaturalist.org/observations/86107071,https://inaturalist-open-data.s3.amazonaws.com/photos/141795144/medium.jpg,,"Pikeville, TN, US",35.62588519,-85.28491381,165,,,,165,,,FALSE,,,Bledsoe,Tennessee,Speyeria diana,Diana Fritillary
86115478,m,2021-07-04,research,https://www.inaturalist.org/observations/86115478,https://static.inaturalist.org/photos/141811086/medium.jpg,,"Birch River, WV, US",38.54184391,-80.77525657,23,,,,23,,,FALSE,,,Nicholas,West Virginia,Speyeria diana,Diana Fritillary
86414369,f,2021-07-04,research,https://www.inaturalist.org/observations/86414369,https://inaturalist-open-data.s3.amazonaws.com/photos/142353524/medium.jpg,,"Dawsonville, GA 30534, USA",34.51339444,-84.12014722,,,,,,,,FALSE,gps,gps,Lumpkin,Georgia,Speyeria diana,Diana Fritillary
86433084,m,2021-07-10,research,https://www.inaturalist.org/observations/86433084,https://static.inaturalist.org/photos/142917555/medium.jpeg,,"Asheville, NC 28806, USA",35.60436044,-82.64739353,2645,,,,2645,,,FALSE,gps,gps,Buncombe,North Carolina,Speyeria diana,Diana Fritillary
86437834,m,2021-06-28,research,https://www.inaturalist.org/observations/86437834,https://static.inaturalist.org/photos/142394199/medium.jpeg,"Male phenotype Diana Fritillary at Little River Trail, Tennessee","Elkmont Club Cabin # B, Spence, Gatlinburg, TN 37738, USA",35.65324502,-83.57944105,57,,,,57,,,FALSE,gps,gps,Sevier,Tennessee,Speyeria diana,Diana Fritillary
86560390,m,2021-07-10,research,https://www.inaturalist.org/observations/86560390,https://inaturalist-open-data.s3.amazonaws.com/photos/142617827/medium.jpg,,"Big Branch Rd, Brevard, NC, US",35.12632651,-82.71768945,22,,,,22,,,FALSE,,,Transylvania,North Carolina,Speyeria diana,Diana Fritillary
86570630,m,2021-07-11,research,https://www.inaturalist.org/observations/86570630,https://static.inaturalist.org/photos/149152241/medium.jpg,,"Sunday Rd, Hico, WV, US",38.13103617,-80.99807833,80,,,,80,,,FALSE,,,Fayette,West Virginia,Speyeria diana,Diana Fritillary
86778357,m,2020-06-25,research,https://www.inaturalist.org/observations/86778357,https://inaturalist-open-data.s3.amazonaws.com/photos/143014735/medium.jpg,,South Holston Dam Trail,36.51151357,-82.09035378,15,,,,15,,,FALSE,,,Sullivan,Tennessee,Speyeria diana,Diana Fritillary
86897319,m,2021-07-13,research,https://www.inaturalist.org/observations/86897319,https://inaturalist-open-data.s3.amazonaws.com/photos/143232587/medium.jpg,,"Rhododendron Dr, Old Fort, NC, US",35.54096667,-82.17686333,10,,,,10,,,FALSE,,,McDowell,North Carolina,Speyeria diana,Diana Fritillary
86911634,m,2021-07-13,research,https://www.inaturalist.org/observations/86911634,https://inaturalist-open-data.s3.amazonaws.com/photos/143258412/medium.jpg,,"Pisgah National Forest, Clyde, NC, US",35.72449424,-83.0562785,4381,,,,4381,,,FALSE,,,Haywood,North Carolina,Speyeria diana,Diana Fritillary
86939473,f,2021-07-13,research,https://www.inaturalist.org/observations/86939473,https://static.inaturalist.org/photos/143310406/medium.jpeg,,"CUMBERLND CLG, KY 40769, USA",36.842289,-84.34198,,,,,,,,FALSE,gps,gps,Whitley,Kentucky,Speyeria diana,Diana Fritillary
87190464,m,2021-07-14,research,https://www.inaturalist.org/observations/87190464,https://inaturalist-open-data.s3.amazonaws.com/photos/143707897/medium.jpeg,,"McCreary County, KY, USA",36.61782,-84.704391,,,,,,,,FALSE,,,McCreary,Kentucky,Speyeria diana,Diana Fritillary
87224194,m,2021-06-20,research,https://www.inaturalist.org/observations/87224194,https://static.inaturalist.org/photos/145907327/medium.jpg,,"Chattahoochee-Oconee National Forests, Suches, GA, US",34.73663,-84.09525283,22,,,,22,,,FALSE,,,Fannin,Georgia,Speyeria diana,Diana Fritillary
87224678,m,2021-07-12,research,https://www.inaturalist.org/observations/87224678,https://inaturalist-open-data.s3.amazonaws.com/photos/143771230/medium.jpg,,"Sequoyah State Park, Cherokee County, OK, USA",35.90074421,-95.24623492,404,,,,404,,,FALSE,,,Cherokee,Oklahoma,Speyeria diana,Diana Fritillary
87330317,m,2021-07-16,research,https://www.inaturalist.org/observations/87330317,https://static.inaturalist.org/photos/143966553/medium.jpg,,"Mattox Cemetery Rd, Sevierville, TN, US",35.71995333,-83.63916667,4,,,,4,,,FALSE,,,Sevier,Tennessee,Speyeria diana,Diana Fritillary
87477375,m,2021-06-26,research,https://www.inaturalist.org/observations/87477375,https://inaturalist-open-data.s3.amazonaws.com/photos/144230371/medium.jpg,,"Great Smoky Mountains National Park, Gatlinburg, TN, US",35.64982167,-83.56282,100,,,,100,,,FALSE,,,Sevier,Tennessee,Speyeria diana,Diana Fritillary
87615778,m,2021-07-12,research,https://www.inaturalist.org/observations/87615778,https://inaturalist-open-data.s3.amazonaws.com/photos/144471213/medium.jpg,,"Holston Mountain, Tennessee 37643, United States",36.433333,-82.133333,1745,,,,1745,,,FALSE,,,Carter,Tennessee,Speyeria diana,Diana Fritillary
87652189,m,2021-07-03,research,https://www.inaturalist.org/observations/87652189,https://static.inaturalist.org/photos/144534522/medium.jpeg,male on butterfly milkweed flowers,"Cleburne County, AL, USA",33.6261707,-85.520024,42540,,,,42540,,,FALSE,,,Cleburne,Alabama,Speyeria diana,Diana Fritillary
87705885,m,2021-07-18,research,https://www.inaturalist.org/observations/87705885,https://inaturalist-open-data.s3.amazonaws.com/photos/144630802/medium.jpeg,,"Signal Mountain, TN 37377, USA",35.146549,-85.3298405,61,,,,61,,,FALSE,,,Hamilton,Tennessee,Speyeria diana,Diana Fritillary
87888985,m,2021-07-19,research,https://www.inaturalist.org/observations/87888985,https://static.inaturalist.org/photos/144952025/medium.png,,"Wilson County, TN, USA",36.04175076,-86.29131723,15,,,,15,,,FALSE,,,Wilson,Tennessee,Speyeria diana,Diana Fritillary
87925450,m,2021-07-20,research,https://www.inaturalist.org/observations/87925450,https://inaturalist-open-data.s3.amazonaws.com/photos/145014671/medium.jpg,,"Cleburne County, AL, USA",33.70949444,-85.577425,,,,,,,,FALSE,,,Cleburne,Alabama,Speyeria diana,Diana Fritillary
87971663,m,2021-07-18,research,https://www.inaturalist.org/observations/87971663,https://inaturalist-open-data.s3.amazonaws.com/photos/145096567/medium.jpg,,"Washington County, VA, USA",36.66245,-81.70101667,10,,,,10,,,FALSE,,,Washington,Virginia,Speyeria diana,Diana Fritillary
88014063,m,2021-07-19,research,https://www.inaturalist.org/observations/88014063,https://inaturalist-open-data.s3.amazonaws.com/photos/145168471/medium.jpg,,"Brevard, NC, US",35.1644695,-82.69448833,4,,,,4,,,FALSE,,,Transylvania,North Carolina,Speyeria diana,Diana Fritillary
88028727,m,2021-07-03,research,https://www.inaturalist.org/observations/88028727,https://static.inaturalist.org/photos/145194446/medium.jpeg,,"Tiptop, VA 24630, USA",37.22032783,-81.43179097,,,,,,,,FALSE,,,Tazewell,Virginia,Speyeria diana,Diana Fritillary
88240800,m,2021-07-21,research,https://www.inaturalist.org/observations/88240800,https://static.inaturalist.org/photos/145569020/medium.jpg,,"George Washington & Jefferson National Forests, Chilhowie, VA, US",36.66101796,-81.70361376,22,,,,22,,,FALSE,,,Washington,Virginia,Speyeria diana,Diana Fritillary
88299768,m,2021-07-22,research,https://www.inaturalist.org/observations/88299768,https://inaturalist-open-data.s3.amazonaws.com/photos/145671373/medium.jpeg,,"Laurel Springs, NC 28644, USA",36.42599468,-81.1801035,446,,,,446,,,FALSE,gps,gps,Alleghany,North Carolina,Speyeria diana,Diana Fritillary
88321856,m,2021-07-23,research,https://www.inaturalist.org/observations/88321856,https://inaturalist-open-data.s3.amazonaws.com/photos/145708825/medium.jpg,,"Giles County, VA, USA",37.43037602,-80.55001088,192,,,,192,,,FALSE,,,Giles,Virginia,Speyeria diana,Diana Fritillary
88321857,m,2021-07-23,research,https://www.inaturalist.org/observations/88321857,https://inaturalist-open-data.s3.amazonaws.com/photos/145708855/medium.jpg,,"Giles County, VA, USA",37.43037602,-80.55001088,192,,,,192,,,FALSE,,,Giles,Virginia,Speyeria diana,Diana Fritillary
88321865,m,2021-07-23,research,https://www.inaturalist.org/observations/88321865,https://inaturalist-open-data.s3.amazonaws.com/photos/145709130/medium.jpg,,"Giles County, VA, USA",37.43037602,-80.55001088,192,,,,192,,,FALSE,,,Giles,Virginia,Speyeria diana,Diana Fritillary
88539729,m,2020-07-25,research,https://www.inaturalist.org/observations/88539729,https://static.inaturalist.org/photos/146094390/medium.jpg,,"Nantahala National Forest, Cullowhee, NC, US",35.15313718,-83.18138776,15814,,,,15814,,,FALSE,,,Jackson,North Carolina,Speyeria diana,Diana Fritillary
88763488,m,2021-07-26,research,https://www.inaturalist.org/observations/88763488,https://inaturalist-open-data.s3.amazonaws.com/photos/146496697/medium.jpeg,,"Pulaski County, KY, USA",37.105022,-84.704083,,,,,,,,FALSE,,,Pulaski,Kentucky,Speyeria diana,Diana Fritillary
88999568,m,2021-06-13,research,https://www.inaturalist.org/observations/88999568,https://static.inaturalist.org/photos/146917778/medium.jpeg,,"Peggs, OK, USA",36.0373579,-95.0616177,,,,,,,,FALSE,gps,gps,Cherokee,Oklahoma,Speyeria diana,Diana Fritillary
89229846,m,2021-07-29,research,https://www.inaturalist.org/observations/89229846,https://inaturalist-open-data.s3.amazonaws.com/photos/147328700/medium.jpeg,,"Camp Creek, WV 25820, USA",37.513311,-81.16690497,,,,,,,,FALSE,gps,gps,Mercer,West Virginia,Speyeria diana,Diana Fritillary
89325527,m,2021-07-30,research,https://www.inaturalist.org/observations/89325527,https://static.inaturalist.org/photos/147498840/medium.jpeg,,Holston Mountain,36.43333212,-82.13333309,1745,,,,1745,,,FALSE,gps,gps,Carter,Tennessee,Speyeria diana,Diana Fritillary
89326303,m,2021-07-30,research,https://www.inaturalist.org/observations/89326303,https://static.inaturalist.org/photos/147500126/medium.jpeg,,Holston Mountain,36.43333212,-82.13333309,1745,,,,1745,,,FALSE,gps,gps,Carter,Tennessee,Speyeria diana,Diana Fritillary
89861726,f,2021-07-31,research,https://www.inaturalist.org/observations/89861726,https://inaturalist-open-data.s3.amazonaws.com/photos/148437682/medium.jpeg,,"Hot Springs Village, AR, USA",34.63811052,-92.84118921,50,,,,50,,,FALSE,,,Saline,Arkansas,Speyeria diana,Diana Fritillary
89931423,m,2021-07-22,research,https://www.inaturalist.org/observations/89931423,https://inaturalist-open-data.s3.amazonaws.com/photos/148561710/medium.jpg,,"Signal Mountain, TN 37377, USA",35.14816833,-85.34564667,,,,,,,,FALSE,,,Hamilton,Tennessee,Speyeria diana,Diana Fritillary
89934382,f,2021-07-26,research,https://www.inaturalist.org/observations/89934382,https://inaturalist-open-data.s3.amazonaws.com/photos/148566840/medium.jpg,On Liatris spicata,"Signal Mountain, TN 37377, USA",35.14908442,-85.34379049,8,,,,8,,,FALSE,,,Hamilton,Tennessee,Speyeria diana,Diana Fritillary
89961162,m,2021-06-25,research,https://www.inaturalist.org/observations/89961162,https://static.inaturalist.org/photos/148612507/medium.jpg,,"Carnifax Ferry Rd, Summersville, WV, US",38.21221496,-80.94080029,35,,,,35,,,FALSE,,,Nicholas,West Virginia,Speyeria diana,Diana Fritillary
89963304,m,2021-08-04,research,https://www.inaturalist.org/observations/89963304,https://static.inaturalist.org/photos/148616608/medium.jpeg,,"Traphill, NC 28685, USA",36.42246242,-81.14749831,,,,,,,,FALSE,gps,gps,Wilkes,North Carolina,Speyeria diana,Diana Fritillary
89981553,m,2021-06-26,research,https://www.inaturalist.org/observations/89981553,https://static.inaturalist.org/photos/148650205/medium.jpeg,,"Mulberry, AR 72947, USA",35.626511,-94.0364417,,,,,,,,FALSE,gps,gps,Franklin,Arkansas,Speyeria diana,Diana Fritillary
89992760,m,2021-07-28,research,https://www.inaturalist.org/observations/89992760,https://inaturalist-open-data.s3.amazonaws.com/photos/148671484/medium.jpeg,Male on buddleia,"Cosby, TN 37722, USA",35.78886957,-83.2221289,50,,,,50,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
89997790,m,2021-07-28,research,https://www.inaturalist.org/observations/89997790,https://inaturalist-open-data.s3.amazonaws.com/photos/148681650/medium.jpeg,Male on buddleia,"Cosby, TN 37722, USA",35.78886957,-83.2221289,50,,,,50,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
90098264,m,2021-08-05,research,https://www.inaturalist.org/observations/90098264,https://inaturalist-open-data.s3.amazonaws.com/photos/148860598/medium.jpeg,,"Tapoco, NC 28771, USA",35.477738,-83.71572297,,,,,,,,FALSE,gps,gps,Swain,North Carolina,Speyeria diana,Diana Fritillary
90299266,f,2021-08-06,research,https://www.inaturalist.org/observations/90299266,https://inaturalist-open-data.s3.amazonaws.com/photos/149222336/medium.jpg,female,"Marion County, TN, USA",35.14828833,-85.40849167,,,,,,,,FALSE,,,Marion,Tennessee,Speyeria diana,Diana Fritillary
90318053,m,2021-06-20,research,https://www.inaturalist.org/observations/90318053,https://inaturalist-open-data.s3.amazonaws.com/photos/149257203/medium.jpg,,"Old Bean Shed Rd, Clarkrange, TN, US",36.22884074,-85.03719906,71295,,,,71295,,,FALSE,,,Fentress,Tennessee,Speyeria diana,Diana Fritillary
90349659,m,2021-08-07,research,https://www.inaturalist.org/observations/90349659,https://static.inaturalist.org/photos/149315213/medium.jpeg,,"Newport, TN 37821, USA",35.870665,-83.17171997,,,,,,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
90702769,m,2021-08-10,research,https://www.inaturalist.org/observations/90702769,https://static.inaturalist.org/photos/149929375/medium.jpg,,"Cherokee National Forest, Bristol, TN, US",36.57452833,-81.91531333,5,,,,5,,,FALSE,,,Sullivan,Tennessee,Speyeria diana,Diana Fritillary
