state,name,area_2010_square_miles,area_2010_square_km
Indiana,Allen,657.31,1702.4329
Indiana,Bartholomew,406.91,1053.8969
Indiana,Benton,406.42,1052.6278
Indiana,Blackford,165.08,427.5572
Indiana,Boone,422.91,1095.3369
Indiana,Brown,311.98,808.0282
Indiana,Carroll,372.22,964.0498
Indiana,Cass,412.16,1067.4944
Indiana,Clark,372.86,965.7074
Indiana,Clay,357.54,926.0286
Indiana,Clinton,405.07,1049.1313
Indiana,Crawford,305.64,791.6076
Indiana,Daviess,429.49,1112.3791
Indiana,Dearborn,305.03,790.0277
Indiana,Decatur,372.57,964.9563
Indiana,DeKalb,362.82,939.7038
Indiana,Delaware,392.12,1015.5908
Indiana,Dubois,427.27,1106.6293
Indiana,Elkhart,463.17,1199.6103
Indiana,Fayette,215.01,556.8759
Indiana,Floyd,147.94,383.1646
Indiana,Fountain,395.66,1024.7594
Indiana,Franklin,384.43,995.6737
Indiana,Fulton,368.39,954.1301
Indiana,Gibson,487.49,1262.5991
Indiana,Grant,414.07,1072.4413
Indiana,Greene,542.5,1405.075
Indiana,Hamilton,394.27,1021.1593
Indiana,Hancock,306.02,792.5918
Indiana,Harrison,484.52,1254.9068
Indiana,Hendricks,406.91,1053.8969
Indiana,Henry,391.88,1014.9692
Indiana,Howard,293.06,759.0254
Indiana,Huntington,382.65,991.0635
Indiana,Jackson,509.31,1319.1129
Indiana,Jasper,559.63,1449.4417
Indiana,Jay,383.91,994.3269
Indiana,Jefferson,360.63,934.0317
Indiana,Jennings,376.58,975.3422
Indiana,Johnson,320.43,829.9137
Indiana,Knox,516.03,1336.5177
Indiana,Kosciusko,531.38,1376.2742
Indiana,LaGrange,379.62,983.2158
Indiana,Lake,498.96,1292.3064
Indiana,LaPorte,598.3,1549.597
Indiana,Lawrence,449.17,1163.3503
Indiana,Madison,451.92,1170.4728
Indiana,Marion,396.3,1026.417
Indiana,Marshall,443.63,1149.0017
Indiana,Martin,335.74,869.5666
Indiana,Miami,373.84,968.2456
Indiana,Monroe,394.51,1021.7809
Indiana,Montgomery,504.61,1306.9399
Indiana,Morgan,403.97,1046.2823
Indiana,Newton,401.76,1040.5584
Indiana,Noble,410.84,1064.0756
Indiana,Ohio,86.14,223.1026
Indiana,Orange,398.39,1031.8301
Indiana,Owen,385.29,997.9011
Indiana,Parke,444.66,1151.6694
Indiana,Perry,381.73,988.6807
Indiana,Pike,334.24,865.6816
Indiana,Porter,418.15,1083.0085
Indiana,Posey,409.57,1060.7863
Indiana,Pulaski,433.65,1123.1535
Indiana,Putnam,480.53,1244.5727
Indiana,Randolph,452.38,1171.6642
Indiana,Ripley,446.43,1156.2537
Indiana,Rush,408.12,1057.0308
Indiana,St. Joseph,457.85,1185.8315
Indiana,Scott,190.4,493.136
Indiana,Shelby,411.15,1064.8785
Indiana,Spencer,396.74,1027.5566
Indiana,Starke,309.13,800.6467
Indiana,Steuben,308.94,800.1546
Indiana,Sullivan,447.14,1158.0926
Indiana,Switzerland,220.63,571.4317
Indiana,Tippecanoe,499.81,1294.5079
Indiana,Tipton,260.54,674.7986
Indiana,Union,161.22,417.5598
Indiana,Vanderburgh,233.48,604.7132
Indiana,Vermillion,256.88,665.3192
Indiana,Vigo,403.31,1044.5729
Indiana,Wabash,412.43,1068.1937
Indiana,Warren,364.68,944.5212
Indiana,Warrick,384.82,996.6838
Indiana,Washington,513.73,1330.5607
Indiana,Wayne,401.74,1040.5066
Indiana,Wells,368.09,953.3531
Indiana,White,505.13,1308.2867
Indiana,Whitley,335.57,869.1263
Iowa,Adair,569.27,1474.4093
Iowa,Adams,423.44,1096.7096
Iowa,Allamakee,639.08,1655.2172
Iowa,Appanoose,497.29,1287.9811
Iowa,Audubon,442.96,1147.2664
Iowa,Benton,716.27,1855.1393
Iowa,Black Hawk,565.77,1465.3443
Iowa,Boone,571.57,1480.3663
Iowa,Bremer,435.48,1127.8932
Iowa,Buchanan,571.02,1478.9418
Iowa,Buena Vista,574.92,1489.0428
Iowa,Butler,580.13,1502.5367
Iowa,Calhoun,569.97,1476.2223
Iowa,Carroll,569.44,1474.8496
Iowa,Cass,564.27,1461.4593
Iowa,Cedar,579.44,1500.7496
Iowa,Cerro Gordo,568.31,1471.9229
Iowa,Cherokee,576.91,1494.1969
Iowa,Chickasaw,504.38,1306.3442
Iowa,Clarke,431.17,1116.7303
Iowa,Clay,567.24,1469.1516
Iowa,Clayton,778.54,2016.4186
Iowa,Clinton,694.92,1799.8428
Iowa,Crawford,714.19,1849.7521
Iowa,Dallas,588.45,1524.0855
Iowa,Davis,502.19,1300.6721
Iowa,Decatur,531.88,1377.5692
Iowa,Delaware,577.76,1496.3984
Iowa,Des Moines,416.12,1077.7508
Iowa,Dickinson,380.61,985.7799
Iowa,Dubuque,608.31,1575.5229
Iowa,Emmet,395.88,1025.3292
Iowa,Fayette,730.81,1892.7979
Iowa,Floyd,500.63,1296.6317
Iowa,Franklin,581.97,1507.3023
Iowa,Fremont,511.15,1323.8785
Iowa,Greene,569.57,1475.1863
Iowa,Grundy,501.86,1299.8174
Iowa,Guthrie,590.62,1529.7058
Iowa,Hamilton,576.75,1493.7825
Iowa,Hancock,571.01,1478.9159
Iowa,Hardin,569.31,1474.5129
Iowa,Harrison,696.85,1804.8415
Iowa,Henry,434.33,1124.9147
Iowa,Howard,473.25,1225.7175
Iowa,Humboldt,434.35,1124.9665
Iowa,Ida,431.51,1117.6109
Iowa,Iowa,586.46,1518.9314
Iowa,Jackson,636.04,1647.3436
Iowa,Jasper,730.42,1891.7878
Iowa,Jefferson,435.51,1127.9709
Iowa,Johnson,614.04,1590.3636
Iowa,Jones,575.62,1490.8558
Iowa,Keokuk,579.18,1500.0762
Iowa,Kossuth,972.72,2519.3448
Iowa,Lee,517.52,1340.3768
Iowa,Linn,716.88,1856.7192
Iowa,Louisa,401.77,1040.5843
Iowa,Lucas,430.59,1115.2281
Iowa,Lyon,587.65,1522.0135
Iowa,Madison,561.01,1453.0159
Iowa,Mahaska,570.86,1478.5274
Iowa,Marion,554.53,1436.2327
Iowa,Marshall,572.5,1482.775
Iowa,Mills,437.44,1132.9696
Iowa,Mitchell,469.13,1215.0467
Iowa,Monona,694.07,1797.6413
Iowa,Monroe,433.72,1123.3348
Iowa,Montgomery,424.1,1098.419
Iowa,Muscatine,437.47,1133.0473
Iowa,O'Brien,573.04,1484.1736
Iowa,Osceola,398.68,1032.5812
Iowa,Page,534.94,1385.4946
Iowa,Palo Alto,563.84,1460.3456
Iowa,Plymouth,862.89,2234.8851
Iowa,Pocahontas,577.24,1495.0516
Iowa,Polk,573.8,1486.142
Iowa,Pottawattamie,950.28,2461.2252
Iowa,Poweshiek,584.93,1514.9687
Iowa,Ringgold,535.5,1386.945
Iowa,Sac,575.01,1489.2759
Iowa,Scott,458.09,1186.4531
Iowa,Shelby,590.78,1530.1202
Iowa,Sioux,768.33,1989.9747
Iowa,Story,572.82,1483.6038
Iowa,Tama,721.01,1867.4159
Iowa,Taylor,531.9,1377.621
Iowa,Union,423.65,1097.2535
Iowa,Van Buren,484.79,1255.6061
Iowa,Wapello,431.83,1118.4397
Iowa,Warren,569.83,1475.8597
Iowa,Washington,568.84,1473.2956
Iowa,Wayne,525.44,1360.8896
Iowa,Webster,715.62,1853.4558
Iowa,Winnebago,400.49,1037.2691
Iowa,Winneshiek,689.87,1786.7633
Iowa,Woodbury,872.83,2260.6297
Iowa,Worth,400.12,1036.3108
Iowa,Wright,580.42,1503.2878
Kansas,Allen,500.3,1295.777
Kansas,Anderson,579.65,1501.2935
Kansas,Atchison,431.17,1116.7303
Kansas,Barber,1134.07,2937.2413
Kansas,Barton,895.4,2319.086
Kansas,Bourbon,635.47,1645.8673
Kansas,Brown,570.87,1478.5533
Kansas,Butler,1429.86,3703.3374
Kansas,Chase,773.06,2002.2254
Kansas,Chautauqua,638.88,1654.6992
Kansas,Cherokee,587.57,1521.8063
Kansas,Cheyenne,1019.89,2641.5151
Kansas,Clark,974.63,2524.2917
Kansas,Clay,645.3,1671.327
Kansas,Cloud,715.34,1852.7306
Kansas,Coffey,626.95,1623.8005
Kansas,Comanche,788.3,2041.697
Kansas,Cowley,1125.75,2915.6925
Kansas,Crawford,589.76,1527.4784
Kansas,Decatur,893.52,2314.2168
Kansas,Dickinson,847.07,2193.9113
Kansas,Doniphan,393.41,1018.9319
Kansas,Douglas,455.87,1180.7033
Kansas,Edwards,621.89,1610.6951
Kansas,Elk,644.27,1668.6593
Kansas,Ellis,899.91,2330.7669
Kansas,Ellsworth,715.85,1854.0515
Kansas,Finney,1301.97,3372.1023
Kansas,Ford,1098.27,2844.5193
Kansas,Franklin,571.76,1480.8584
Kansas,Geary,384.62,996.1658
Kansas,Gove,1071.67,2775.6253
Kansas,Graham,898.52,2327.1668
Kansas,Grant,574.8,1488.732
Kansas,Gray,868.87,2250.3733
Kansas,Greeley,778.45,2016.1855
Kansas,Greenwood,1143.3,2961.147
Kansas,Hamilton,996.51,2580.9609
Kansas,Harper,801.27,2075.2893
Kansas,Harvey,539.75,1397.9525
Kansas,Haskell,577.52,1495.7768
Kansas,Hodgeman,859.99,2227.3741
Kansas,Jackson,656.22,1699.6098
Kansas,Jefferson,532.57,1379.3563
Kansas,Jewell,909.78,2356.3302
Kansas,Johnson,473.38,1226.0542
Kansas,Kearny,870.54,2254.6986
Kansas,Kingman,863.36,2236.1024
Kansas,Kiowa,722.64,1871.6376
Kansas,Labette,645.3,1671.327
Kansas,Lane,717.46,1858.2214
Kansas,Leavenworth,462.83,1198.7297
Kansas,Lincoln,719.4,1863.246
Kansas,Linn,594.06,1538.6154
Kansas,Logan,1072.99,2779.0441
Kansas,Lyon,847.47,2194.9473
Kansas,McPherson,898.27,2326.5193
Kansas,Marion,944.29,2445.7111
Kansas,Marshall,900.18,2331.4662
Kansas,Meade,978.09,2533.2531
Kansas,Miami,575.66,1490.9594
Kansas,Mitchell,701.79,1817.6361
Kansas,Montgomery,643.53,1666.7427
Kansas,Morris,695.28,1800.7752
Kansas,Morton,729.73,1890.0007
Kansas,Nemaha,717.43,1858.1437
Kansas,Neosho,571.47,1480.1073
Kansas,Ness,1074.75,2783.6025
Kansas,Norton,878.13,2274.3567
Kansas,Osage,705.52,1827.2968
Kansas,Osborne,892.5,2311.575
Kansas,Ottawa,720.73,1866.6907
Kansas,Pawnee,754.26,1953.5334
Kansas,Phillips,885.88,2294.4292
Kansas,Pottawatomie,841.02,2178.2418
Kansas,Pratt,735.05,1903.7795
Kansas,Rawlins,1069.42,2769.7978
Kansas,Reno,1255.35,3251.3565
Kansas,Republic,717.37,1857.9883
Kansas,Rice,726.24,1880.9616
Kansas,Riley,609.77,1579.3043
Kansas,Rooks,890.53,2306.4727
Kansas,Rush,717.76,1858.9984
Kansas,Russell,886.26,2295.4134
Kansas,Saline,720.23,1865.3957
Kansas,Scott,717.54,1858.4286
Kansas,Sedgwick,997.51,2583.5509
Kansas,Seward,639.5,1656.305
Kansas,Shawnee,544.02,1409.0118
Kansas,Sheridan,895.96,2320.5364
Kansas,Sherman,1056.07,2735.2213
Kansas,Smith,895.47,2319.2673
Kansas,Stafford,792.05,2051.4095
Kansas,Stanton,680.35,1762.1065
Kansas,Stevens,727.29,1883.6811
Kansas,Sumner,1181.94,3061.2246
Kansas,Thomas,1074.69,2783.4471
Kansas,Trego,889.48,2303.7532
Kansas,Wabaunsee,794.3,2057.237
Kansas,Wallace,913.65,2366.3535
Kansas,Washington,894.76,2317.4284
Kansas,Wichita,718.57,1861.0963
Kansas,Wilson,570.42,1477.3878
Kansas,Woodson,497.82,1289.3538
Kansas,Wyandotte,151.6,392.644
Kentucky,Adair,405.28,1049.6752
Kentucky,Allen,344.34,891.8406
Kentucky,Anderson,201.83,522.7397
Kentucky,Ballard,246.66,638.8494
Kentucky,Barren,487.54,1262.7286
Kentucky,Bath,278.79,722.0661
Kentucky,Bell,359,929.81
Kentucky,Boone,246.36,638.0724
Kentucky,Bourbon,289.72,750.3748
Kentucky,Boyd,159.86,414.0374
Kentucky,Boyle,180.17,466.6403
Kentucky,Bracken,205.61,532.5299
Kentucky,Breathitt,492.41,1275.3419
Kentucky,Breckinridge,567.17,1468.9703
Kentucky,Bullitt,297.02,769.2818
Kentucky,Butler,426.09,1103.5731
Kentucky,Caldwell,344.79,893.0061
Kentucky,Calloway,385.02,997.2018
Kentucky,Campbell,151.31,391.8929
Kentucky,Carlisle,189.43,490.6237
Kentucky,Carroll,128.57,332.9963
Kentucky,Carter,409.5,1060.605
Kentucky,Casey,444.23,1150.5557
Kentucky,Christian,717.5,1858.325
Kentucky,Clark,252.46,653.8714
Kentucky,Clay,469.25,1215.3575
Kentucky,Clinton,197.25,510.8775
Kentucky,Crittenden,359.95,932.2705
Kentucky,Cumberland,305.18,790.4162
Kentucky,Daviess,458.35,1187.1265
Kentucky,Edmonson,302.88,784.4592
Kentucky,Elliott,234.32,606.8888
Kentucky,Estill,253.08,655.4772
Kentucky,Fayette,283.65,734.6535
Kentucky,Fleming,348.54,902.7186
Kentucky,Floyd,393.35,1018.7765
Kentucky,Franklin,207.75,538.0725
Kentucky,Fulton,205.5,532.245
Kentucky,Gallatin,101.23,262.1857
Kentucky,Garrard,230.08,595.9072
Kentucky,Grant,257.97,668.1423
Kentucky,Graves,551.74,1429.0066
Kentucky,Grayson,496.7,1286.453
Kentucky,Green,286.03,740.8177
Kentucky,Greenup,344.4,891.996
Kentucky,Hancock,187.65,486.0135
Kentucky,Hardin,623.28,1614.2952
Kentucky,Harlan,465.83,1206.4997
Kentucky,Harrison,306.36,793.4724
Kentucky,Hart,412.09,1067.3131
Kentucky,Henderson,436.67,1130.9753
Kentucky,Henry,286.28,741.4652
Kentucky,Hickman,242.27,627.4793
Kentucky,Hopkins,542,1403.78
Kentucky,Jackson,345.2,894.068
Kentucky,Jefferson,380.42,985.2878
Kentucky,Jessamine,172.12,445.7908
Kentucky,Johnson,261.95,678.4505
Kentucky,Kenton,160.25,415.0475
Kentucky,Knott,351.52,910.4368
Kentucky,Knox,386.3,1000.517
Kentucky,Larue,261.52,677.3368
Kentucky,Laurel,433.95,1123.9305
Kentucky,Lawrence,415.6,1076.404
Kentucky,Lee,208.86,540.9474
Kentucky,Leslie,400.84,1038.1756
Kentucky,Letcher,337.91,875.1869
Kentucky,Lewis,482.84,1250.5556
Kentucky,Lincoln,334.1,865.319
Kentucky,Livingston,313.13,811.0067
Kentucky,Logan,552.13,1430.0167
Kentucky,Lyon,213.84,553.8456
Kentucky,McCracken,248.74,644.2366
Kentucky,McCreary,426.8,1105.412
Kentucky,McLean,252.47,653.8973
Kentucky,Madison,437.29,1132.5811
Kentucky,Magoffin,308.44,798.8596
Kentucky,Marion,343.01,888.3959
Kentucky,Marshall,301.25,780.2375
Kentucky,Martin,229.61,594.6899
Kentucky,Mason,240.13,621.9367
Kentucky,Meade,305.42,791.0378
Kentucky,Menifee,203.59,527.2981
Kentucky,Mercer,248.8,644.392
Kentucky,Metcalfe,289.65,750.1935
Kentucky,Monroe,329.37,853.0683
Kentucky,Montgomery,197.37,511.1883
Kentucky,Morgan,381.13,987.1267
Kentucky,Muhlenberg,467.08,1209.7372
Kentucky,Nelson,417.51,1081.3509
Kentucky,Nicholas,195.17,505.4903
Kentucky,Ohio,587.27,1521.0293
Kentucky,Oldham,187.22,484.8998
Kentucky,Owen,351.1,909.349
Kentucky,Owsley,197.41,511.2919
Kentucky,Pendleton,277.16,717.8444
Kentucky,Perry,339.67,879.7453
Kentucky,Pike,786.83,2037.8897
Kentucky,Powell,178.98,463.5582
Kentucky,Pulaski,658.41,1705.2819
Kentucky,Robertson,99.91,258.7669
Kentucky,Rockcastle,316.55,819.8645
Kentucky,Rowan,279.8,724.682
Kentucky,Russell,253.66,656.9794
Kentucky,Scott,281.77,729.7843
Kentucky,Shelby,379.64,983.2676
Kentucky,Simpson,234.2,606.578
Kentucky,Spencer,186.68,483.5012
Kentucky,Taylor,266.33,689.7947
Kentucky,Todd,374.5,969.955
Kentucky,Trigg,441.43,1143.3037
Kentucky,Trimble,151.65,392.7735
Kentucky,Union,342.85,887.9815
Kentucky,Warren,541.6,1402.744
Kentucky,Washington,297.27,769.9293
Kentucky,Wayne,458.17,1186.6603
Kentucky,Webster,331.94,859.7246
Kentucky,Whitley,437.83,1133.9797
Kentucky,Wolfe,222.17,575.4203
Kentucky,Woodford,188.78,488.9402
Louisiana,Acadia Parish,655.12,1696.7608
Louisiana,Allen Parish,761.85,1973.1915
Louisiana,Ascension Parish,289.98,751.0482
Louisiana,Assumption Parish,338.66,877.1294
Louisiana,Avoyelles Parish,832.43,2155.9937
Louisiana,Beauregard Parish,1157.34,2997.5106
Louisiana,Bienville Parish,811.27,2101.1893
Louisiana,Bossier Parish,840.06,2175.7554
Louisiana,Caddo Parish,878.54,2275.4186
Louisiana,Calcasieu Parish,1063.66,2754.8794
Louisiana,Caldwell Parish,529.43,1371.2237
Louisiana,Cameron Parish,1284.89,3327.8651
Louisiana,Catahoula Parish,708.03,1833.7977
Louisiana,Claiborne Parish,754.88,1955.1392
Louisiana,Concordia Parish,696.92,1805.0228
Louisiana,De Soto Parish,875.58,2267.7522
Louisiana,East Baton Rouge Parish,455.37,1179.4083
Louisiana,East Carroll Parish,420.7,1089.613
Louisiana,East Feliciana Parish,453.41,1174.3319
Louisiana,Evangeline Parish,662.38,1715.5642
Louisiana,Franklin Parish,624.59,1617.6881
Louisiana,Grant Parish,643.03,1665.4477
Louisiana,Iberia Parish,574.11,1486.9449
Louisiana,Iberville Parish,618.63,1602.2517
Louisiana,Jackson Parish,569.18,1474.1762
Louisiana,Jefferson Parish,295.63,765.6817
Louisiana,Jefferson Davis Parish,651.33,1686.9447
Louisiana,Lafayette Parish,268.72,695.9848
Louisiana,Lafourche Parish,1068.21,2766.6639
Louisiana,LaSalle Parish,624.68,1617.9212
Louisiana,Lincoln Parish,471.74,1221.8066
Louisiana,Livingston Parish,648.17,1678.7603
Louisiana,Madison Parish,624.44,1617.2996
Louisiana,Morehouse Parish,794.93,2058.8687
Louisiana,Natchitoches Parish,1252.25,3243.3275
Louisiana,Orleans Parish,169.42,438.7978
Louisiana,Ouachita Parish,610.41,1580.9619
Louisiana,Plaquemines Parish,779.91,2019.9669
Louisiana,Pointe Coupee Parish,557.35,1443.5365
Louisiana,Rapides Parish,1317.96,3413.5164
Louisiana,Red River Parish,389.09,1007.7431
Louisiana,Richland Parish,559.04,1447.9136
Louisiana,Sabine Parish,866.66,2244.6494
Louisiana,St. Bernard Parish,377.52,977.7768
Louisiana,St. Charles Parish,279.08,722.8172
Louisiana,St. Helena Parish,408.4,1057.756
Louisiana,St. James Parish,241.54,625.5886
Louisiana,St. John the Baptist Parish,213.07,551.8513
Louisiana,St. Landry Parish,923.88,2392.8492
Louisiana,St. Martin Parish,737.65,1910.5135
Louisiana,St. Mary Parish,555.38,1438.4342
Louisiana,St. Tammany Parish,845.55,2189.9745
Louisiana,Tangipahoa Parish,791.28,2049.4152
Louisiana,Tensas Parish,602.78,1561.2002
Louisiana,Terrebonne Parish,1231.82,3190.4138
Louisiana,Union Parish,876.99,2271.4041
Louisiana,Vermilion Parish,1173.2,3038.588
Louisiana,Vernon Parish,1327.91,3439.2869
Louisiana,Washington Parish,669.53,1734.0827
Louisiana,Webster Parish,593.03,1535.9477
Louisiana,West Baton Rouge Parish,192.39,498.2901
Louisiana,West Carroll Parish,359.65,931.4935
Louisiana,West Feliciana Parish,403.21,1044.3139
Louisiana,Winn Parish,950.09,2460.7331
Maine,Androscoggin,467.93,1211.9387
Maine,Aroostook,6671.33,17278.7447
Maine,Cumberland,835.24,2163.2716
Maine,Franklin,1696.61,4394.2199
Maine,Hancock,1586.89,4110.0451
Maine,Kennebec,867.52,2246.8768
Maine,Knox,365.13,945.6867
Maine,Lincoln,455.82,1180.5738
Maine,Oxford,2076.84,5379.0156
Maine,Penobscot,3397.36,8799.1624
Maine,Piscataquis,3960.86,10258.6274
Maine,Sagadahoc,253.7,657.083
Maine,Somerset,3924.4,10164.196
Maine,Waldo,729.92,1890.4928
Maine,Washington,2562.66,6637.2894
Maine,York,990.71,2565.9389
Maryland,Allegany,424.16,1098.5744
Maryland,Anne Arundel,414.9,1074.591
Maryland,Baltimore,598.3,1549.597
Maryland,Calvert,213.15,552.0585
Maryland,Caroline,319.42,827.2978
Maryland,Carroll,447.6,1159.284
Maryland,Cecil,346.27,896.8393
Maryland,Charles,457.75,1185.5725
Maryland,Dorchester,540.77,1400.5943
Maryland,Frederick,660.22,1709.9698
Maryland,Garrett,647.1,1675.989
Maryland,Harford,437.09,1132.0631
Maryland,Howard,250.74,649.4166
Maryland,Kent,277.03,717.5077
Maryland,Montgomery,491.25,1272.3375
Maryland,Prince George's,482.69,1250.1671
Maryland,Queen Anne's,371.91,963.2469
Maryland,St. Mary's,357.18,925.0962
Maryland,Somerset,319.72,828.0748
Maryland,Talbot,268.54,695.5186
Maryland,Washington,457.78,1185.6502
Maryland,Wicomico,374.44,969.7996
Maryland,Worcester,468.28,1212.8452
Maryland,Baltimore city,80.94,209.6346
Massachusetts,Barnstable,393.72,1019.7348
Massachusetts,Berkshire,926.83,2400.4897
Massachusetts,Bristol,553.1,1432.529
Massachusetts,Dukes,103.25,267.4175
Massachusetts,Essex,492.56,1275.7304
Massachusetts,Franklin,699.32,1811.2388
Massachusetts,Hampden,617.14,1598.3926
Massachusetts,Hampshire,527.26,1365.6034
Massachusetts,Middlesex,817.82,2118.1538
Massachusetts,Nantucket,44.97,116.4723
Massachusetts,Norfolk,396.11,1025.9249
Massachusetts,Plymouth,659.08,1707.0172
Massachusetts,Suffolk,58.15,150.6085
Massachusetts,Worcester,1510.77,3912.8943
Michigan,Alcona,674.59,1747.1881
Michigan,Alger,915.07,2370.0313
Michigan,Allegan,825.23,2137.3457
Michigan,Alpena,571.86,1481.1174
Michigan,Antrim,475.7,1232.063
Michigan,Arenac,363.19,940.6621
Michigan,Baraga,898.26,2326.4934
Michigan,Barry,553.09,1432.5031
Michigan,Bay,442.3,1145.557
Michigan,Benzie,319.7,828.023
Michigan,Berrien,567.75,1470.4725
Michigan,Branch,506.37,1311.4983
Michigan,Calhoun,706.23,1829.1357
Michigan,Cass,490.06,1269.2554
Michigan,Charlevoix,416.34,1078.3206
Michigan,Cheboygan,715.26,1852.5234
Michigan,Chippewa,1558.42,4036.3078
Michigan,Clare,564.32,1461.5888
Michigan,Clinton,566.41,1467.0019
Michigan,Crawford,556.28,1440.7652
Michigan,Delta,1171.1,3033.149
Michigan,Dickinson,761.4,1972.026
Michigan,Eaton,575.18,1489.7162
Michigan,Emmet,467.49,1210.7991
Michigan,Genesee,636.98,1649.7782
Michigan,Gladwin,501.78,1299.6102
Michigan,Gogebic,1101.85,2853.7915
Michigan,Grand Traverse,464.33,1202.6147
Michigan,Gratiot,568.46,1472.3114
Michigan,Hillsdale,598.13,1549.1567
Michigan,Houghton,1009.1,2613.569
Michigan,Huron,835.71,2164.4889
Michigan,Ingham,556.12,1440.3508
Michigan,Ionia,571.3,1479.667
Michigan,Iosco,549.1,1422.169
Michigan,Iron,1166.15,3020.3285
Michigan,Isabella,572.68,1483.2412
Michigan,Jackson,701.67,1817.3253
Michigan,Kalamazoo,561.66,1454.6994
Michigan,Kalkaska,559.87,1450.0633
Michigan,Kent,846.95,2193.6005
Michigan,Keweenaw,540.11,1398.8849
Michigan,Lake,567.37,1469.4883
Michigan,Lapeer,643.01,1665.3959
Michigan,Leelanau,347.17,899.1703
Michigan,Lenawee,749.56,1941.3604
Michigan,Livingston,565.25,1463.9975
Michigan,Luce,899.08,2328.6172
Michigan,Mackinac,1021.57,2645.8663
Michigan,Macomb,479.22,1241.1798
Michigan,Manistee,542.15,1404.1685
Michigan,Marquette,1808.4,4683.756
Michigan,Mason,495.07,1282.2313
Michigan,Mecosta,555.07,1437.6313
Michigan,Menominee,1044.08,2704.1672
Michigan,Midland,516.25,1337.0875
Michigan,Missaukee,564.73,1462.6507
Michigan,Monroe,549.39,1422.9201
Michigan,Montcalm,705.4,1826.986
Michigan,Montmorency,546.66,1415.8494
Michigan,Muskegon,499.25,1293.0575
Michigan,Newaygo,813.2,2106.188
Michigan,Oakland,867.66,2247.2394
Michigan,Oceana,512.07,1326.2613
Michigan,Ogemaw,563.49,1459.4391
Michigan,Ontonagon,1311.23,3396.0857
Michigan,Osceola,566.39,1466.9501
Michigan,Oscoda,565.73,1465.2407
Michigan,Otsego,514.97,1333.7723
Michigan,Ottawa,563.47,1459.3873
Michigan,Presque Isle,658.72,1706.0848
Michigan,Roscommon,519.64,1345.8676
Michigan,Saginaw,800.11,2072.2849
Michigan,St. Clair,721.17,1867.8303
Michigan,St. Joseph,500.59,1296.5281
Michigan,Sanilac,962.57,2493.0563
Michigan,Schoolcraft,1171.36,3033.8224
Michigan,Shiawassee,530.67,1374.4353
Michigan,Tuscola,803.13,2080.1067
Michigan,Van Buren,607.47,1573.3473
Michigan,Washtenaw,705.97,1828.4623
Michigan,Wayne,612.08,1585.2872
Michigan,Wexford,565,1463.35
Minnesota,Aitkin,1821.66,4718.0994
Minnesota,Anoka,423.01,1095.5959
Minnesota,Becker,1315.2,3406.368
Minnesota,Beltrami,2504.94,6487.7946
Minnesota,Benton,408.3,1057.497
Minnesota,Big Stone,499.02,1292.4618
Minnesota,Blue Earth,747.84,1936.9056
Minnesota,Brown,611.09,1582.7231
Minnesota,Carlton,861.38,2230.9742
Minnesota,Carver,354.33,917.7147
Minnesota,Cass,2021.54,5235.7886
Minnesota,Chippewa,581.12,1505.1008
Minnesota,Chisago,414.86,1074.4874
Minnesota,Clay,1045.37,2707.5083
Minnesota,Clearwater,998.94,2587.2546
Minnesota,Cook,1452.28,3761.4052
Minnesota,Cottonwood,638.61,1653.9999
Minnesota,Crow Wing,999.1,2587.669
Minnesota,Dakota,562.17,1456.0203
Minnesota,Dodge,439.28,1137.7352
Minnesota,Douglas,637.3,1650.607
Minnesota,Faribault,712.48,1845.3232
Minnesota,Fillmore,861.3,2230.767
Minnesota,Freeborn,707.09,1831.3631
Minnesota,Goodhue,756.84,1960.2156
Minnesota,Grant,548.16,1419.7344
Minnesota,Hennepin,553.59,1433.7981
Minnesota,Houston,552.06,1429.8354
Minnesota,Hubbard,925.68,2397.5112
Minnesota,Isanti,435.79,1128.6961
Minnesota,Itasca,2667.72,6909.3948
Minnesota,Jackson,702.98,1820.7182
Minnesota,Kanabec,521.59,1350.9181
Minnesota,Kandiyohi,796.79,2063.6861
Minnesota,Kittson,1098.8,2845.892
Minnesota,Koochiching,3104.07,8039.5413
Minnesota,Lac qui Parle,765.02,1981.4018
Minnesota,Lake,2109.29,5463.0611
Minnesota,Lake of the Woods,1297.87,3361.4833
Minnesota,Le Sueur,448.76,1162.2884
Minnesota,Lincoln,536.76,1390.2084
Minnesota,Lyon,714.56,1850.7104
Minnesota,McLeod,491.47,1272.9073
Minnesota,Mahnomen,557.88,1444.9092
Minnesota,Marshall,1775.07,4597.4313
Minnesota,Martin,712.35,1844.9865
Minnesota,Meeker,608.18,1575.1862
Minnesota,Mille Lacs,572.31,1482.2829
Minnesota,Morrison,1125.06,2913.9054
Minnesota,Mower,711.33,1842.3447
Minnesota,Murray,704.7,1825.173
Minnesota,Nicollet,448.49,1161.5891
Minnesota,Nobles,715.11,1852.1349
Minnesota,Norman,872.79,2260.5261
Minnesota,Olmsted,653.35,1692.1765
Minnesota,Otter Tail,1972.07,5107.6613
Minnesota,Pennington,616.57,1596.9163
Minnesota,Pine,1411.29,3655.2411
Minnesota,Pipestone,465.06,1204.5054
Minnesota,Polk,1971.13,5105.2267
Minnesota,Pope,669.71,1734.5489
Minnesota,Ramsey,152.21,394.2239
